objectid,parentid,title,description,item information,postcard_type,creator,date,subject,location,publisher,publisher location,source,date is approximate,rights,rightsstatement,original_format,type,format,language,latitude,longitude,filename,identifier,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
nwpostcards1688,,"Northport smelter, Northport, Washington. No. 1.","Postcard of an ore smelter in Northport, Washington.",,photographic postcard,C.S. Reeves,1910,smelters (metalworking plants); buildings; trees; mountains; rivers; utility poles; towns; railroads; photographic postcards,"Northport, Washington",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,48.921935,-117.767841,pg_9_75_01c.jpg,pg_9_75_01c,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_75_01c.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_75_01c_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_75_01c_th.jpg,,
nwpostcards1704,,"Pullman flood. Pullman, Washington","Postcard of a flood in Pullman, Washington in March, 1910.",,photographic postcard,,1910,floods (natural events); men; women; houses; trees; photographic postcards,"Pullman, Washington",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.735662,-117.175038,pg_9_87_01a.jpg,pg_9_87_01a,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_87_01a.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_87_01a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_87_01a_th.jpg,,
nwpostcards1705,,"Palm Cafe in new location. Pullman flood. Pullman, Washington","Postcard of a flood in Pullman, Washington in March, 1910.",,photographic postcard,,1910,floods (natural events); buildings; utility poles; houses; photographic postcards,"Pullman, Washington",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.733508,-117.17889,pg_9_87_01b.jpg,pg_9_87_01b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_87_01b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_87_01b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_87_01b_th.jpg,,
nwpostcards1706,,"Main street after the flood. Pullman flood. Pullman, Washington","Postcard of a flood in Pullman, Washington in March, 1910.",,photographic postcard,,1910,floods (natural events); buildings; utility poles; men; horse-drawn vehicles; photographic postcards,"Pullman, Washington",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.733508,-117.17889,pg_9_87_01c.jpg,pg_9_87_01c,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_87_01c.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_87_01c_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_87_01c_th.jpg,,
nwpostcards1707,,"The path of destruction. Pullman flood. Pullman, Washington","Postcard of a flood in Pullman, Washington in March, 1910.",,photographic postcard,,1910,floods (natural events); buildings; utility poles; photographic postcards,"Pullman, Washington",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.736839,-117.174871,pg_9_87_01d.jpg,pg_9_87_01d,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_87_01d.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_87_01d_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_87_01d_th.jpg,,
nwpostcards1708,,"Main street. Pullman flood. Pullman, Washington","Postcard of a flood in Pullman, Washington in March, 1910.",,photographic postcard,,1910,floods (natural events); buildings; utility poles; men; horses; photographic postcards,"Pullman, Washington",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.729673,-117.180761,pg_9_87_01e.jpg,pg_9_87_01e,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_87_01e.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_87_01e_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_87_01e_th.jpg,,
nwpostcards1709,,"Houses floating down the flooded Palouse River from Pullman. Pullman flood. Pullman, Washington","Postcard of a flood in Pullman, Washington in March, 1910.",,photographic postcard,,1910,floods (natural events); buildings; houses; trees; photographic postcards,"Pullman, Washington",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.735537,-117.190758,pg_9_87_01f.jpg,pg_9_87_01f,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_87_01f.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_87_01f_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_87_01f_th.jpg,,
nwpostcards1741,,"Trail, British Columbia.","Postcard of the town of Trail, British Columbia, Canada.",,photographic postcard,,1910,towns; buildings; rivers; bridges; mountains; trees; photographic postcards,"Trail, British Columbia",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,49.097328,-117.710386,pg_9_200_01.jpg,pg_9_200_01,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_200_01.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_200_01_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_200_01_th.jpg,,
nwpostcards1742,,"Smelter, Trail, British Columbia.","Postcard of a smelter in Trail, British Columbia, Canada.",,photographic postcard,,1910,towns; buildings; trees; mountains; smelters (metalworking plants); photographic postcards,"Trail, British Columbia",Heliotype Co. Ltd.,"Ottowa, Canada","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,49.095789,-117.715226,pg_9_201_01.jpg,pg_9_201_01,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_201_01.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_201_01_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_201_01_th.jpg,,
nwpostcards1745,,"Lincoln School, Jerome, Idaho","Postcard of a school building in Jerome, Idaho.",,photographic postcard,,1910,buildings; schools; trees; photographic postcards,"Jerome, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,42.727158,-114.519264,pg_9_93_01a.jpg,pg_9_93_01a,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_93_01a.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_93_01a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_93_01a_th.jpg,,
nwpostcards1758,,"Elite Cleaning Works, Spokane, Washington (?). Horse and buggy.","Postcard of men posing in front of a shop likely in Lewiston, Idaho.",,photographic postcard,,1910,men; horse-drawn vehicles; buildings; women; photographic postcards,"Lewiston, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.419804,-117.022554,pg_9_324_01a.jpg,pg_9_324_01a,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_324_01a.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_324_01a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_324_01a_th.jpg,,
nwpostcards1760,,"Elite Cleaning Works, Spokane, Washington (?).","Postcard of men posing in front of a shop likely in Lewiston, Idaho.",,photographic postcard,,1910,men; horse-drawn vehicles; buildings; women; photographic postcards,"Lewiston, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.419804,-117.022554,pg_9_324_01b.jpg,pg_9_324_01b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_324_01b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_324_01b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_324_01b_th.jpg,,
nwpostcards1762,,"Whitebird Hill between Grangeville and Whitebird, Idaho","Postcard is of a winding road near White bird, Idaho. | White bird Hill between Grangeville and White bird, Idaho on North and South Highway. Drops 3000 feet in 12 miles with 20 switchbacks. Also the old battleground of the Nez Perce Indians.",,photographic postcard,G.V. Barker,1913,highways; mountains; hills; roads; trees; buildings; photographic postcards,"Whitebird, Idaho",Barker's Studio,"Grangeville, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.756326,-116.300683,pg_9_327_01.jpg,pg_9_327_01,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_327_01.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_327_01_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_327_01_th.jpg,,
